K,prop_scale,j,acceptance_rate,par_time,seq_time,success,iterations
100,0.17755510204081631,8,0.0433,4.438931941986084,10.909800052642822,True,3193
100,0.17755510204081631,9,0.0404,4.324162244796753,10.875785827636719,True,3077
100,0.1836773469387755,0,0.040599998,4.228827953338623,10.902441263198853,True,3039
100,0.1836773469387755,1,0.0354,4.106656789779663,10.898493528366089,True,2934
100,0.1836773469387755,2,0.0424,4.365907430648804,10.95066213607788,True,3148
100,0.1836773469387755,3,0.046699997,4.277836322784424,10.910765886306763,True,3080
100,0.1836773469387755,4,0.0436,4.331968069076538,10.936728477478027,True,3127
100,0.1836773469387755,5,0.040999997,4.375434160232544,10.909774780273438,True,3144
100,0.1836773469387755,6,0.0506,4.299447059631348,10.869660139083862,True,3105
100,0.1836773469387755,7,0.0404,4.41522741317749,10.823835372924805,True,3179
100,0.1836773469387755,8,0.041699998,4.352276563644409,10.833784818649292,True,3179
100,0.1836773469387755,9,0.044,4.229902982711792,10.828505754470825,True,3098
100,0.1897995918367347,0,0.0389,4.2098329067230225,10.844100952148438,True,3046
100,0.1897995918367347,1,0.0398,4.067061901092529,10.81990647315979,True,2916
100,0.1897995918367347,2,0.043199997,4.30703592300415,10.874129295349121,True,3173
100,0.1897995918367347,3,0.0427,4.267439365386963,10.870278120040894,True,3086
100,0.1897995918367347,4,0.0411,4.3221516609191895,10.836635828018188,True,3133
100,0.1897995918367347,5,0.041699998,4.271088123321533,10.840663194656372,True,3141
100,0.1897995918367347,6,0.0422,4.25488805770874,10.85343074798584,True,3110
100,0.1897995918367347,7,0.04,4.423430442810059,10.874512195587158,True,3212
100,0.1897995918367347,8,0.0363,4.347025632858276,10.872720718383789,True,3167
100,0.1897995918367347,9,0.0394,4.285670518875122,10.860413074493408,True,3102
100,0.19592183673469388,0,0.0376,4.242467880249023,10.876494884490967,True,3047
100,0.19592183673469388,1,0.037699997,4.027712345123291,10.877044200897217,True,2871
100,0.19592183673469388,2,0.039499998,4.3196702003479,10.83767557144165,True,3126
100,0.19592183673469388,3,0.040999997,4.226409435272217,10.835989475250244,True,3044
100,0.19592183673469388,4,0.038799997,4.322909355163574,10.86481499671936,True,3141
100,0.19592183673469388,5,0.036,4.350220441818237,10.914367914199829,True,3137
100,0.19592183673469388,6,0.0403,4.309707880020142,10.915603160858154,True,3107
100,0.19592183673469388,7,0.036599997,4.347967147827148,10.903172254562378,True,3166
100,0.19592183673469388,8,0.0381,4.347926616668701,10.939982891082764,True,3154
100,0.19592183673469388,9,0.0401,4.316250562667847,10.968658447265625,True,3137
100,0.20204408163265303,0,0.0404,4.1954803466796875,10.936206817626953,True,3041
100,0.20204408163265303,1,0.0363,4.030163049697876,10.880911588668823,True,2849
100,0.20204408163265303,2,0.0321,4.330622434616089,10.883179187774658,True,3120
100,0.20204408163265303,3,0.0349,4.305259704589844,10.868404865264893,True,3029
100,0.20204408163265303,4,0.0398,4.35553765296936,10.86867618560791,True,3145
100,0.20204408163265303,5,0.0352,4.277145147323608,10.867750883102417,True,3113
100,0.20204408163265303,6,0.0396,4.446861982345581,10.8283371925354,True,3076
100,0.20204408163265303,7,0.035499997,4.292924880981445,10.82158899307251,True,3188
100,0.20204408163265303,8,0.035,4.247168064117432,10.854171514511108,True,3146
100,0.20204408163265303,9,0.0367,4.2152016162872314,10.863508224487305,True,3080
100,0.20816632653061223,0,0.0385,4.155794620513916,10.827486038208008,True,3054
100,0.20816632653061223,1,0.0296,3.9741199016571045,10.856827974319458,True,2884
100,0.20816632653061223,2,0.0332,4.295488595962524,10.82653546333313,True,3111
100,0.20816632653061223,3,0.033299997,4.23441743850708,10.869395017623901,True,3040
100,0.20816632653061223,4,0.0381,4.257634401321411,10.832725763320923,True,3120
100,0.20816632653061223,5,0.0363,4.279416561126709,10.873767852783203,True,3098
100,0.20816632653061223,6,0.0383,4.2512571811676025,10.836509466171265,True,3108
100,0.20816632653061223,7,0.035099998,4.378986597061157,10.873179197311401,True,3187
100,0.20816632653061223,8,0.0369,4.369791030883789,10.881327152252197,True,3172
100,0.20816632653061223,9,0.033,4.279972314834595,10.83012866973877,True,3118
